date,dealer_code,part_code,transaction_type,quantity,reference,stock_after
2025-08-13,DL007,OIL-5W30-4L,ISSUE,1,JO-DL007-20250813-1362,14
2025-08-13,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20250813-5741,2
2025-08-13,DL002,TYRE-225-55-18,RECEIPT,4,PO-DL002-20250813-226,5
2025-08-13,DL005,BR-PAD-R-MG,ISSUE,1,JO-DL005-20250813-9324,3
2025-08-13,DL003,TYRE-225-55-18,ISSUE,1,JO-DL003-20250813-9332,1
2025-08-13,DL008,OIL-5W30-4L,ISSUE,1,JO-DL008-20250813-3941,8
2025-08-13,DL006,OIL-FILTER-MG,ISSUE,1,JO-DL006-20250813-5669,25
2025-08-13,DL007,TYRE-215-60-17,ISSUE,1,JO-DL007-20250813-6964,3
2025-08-13,DL004,WIPER-BLADE-MG,ISSUE,1,JO-DL004-20250813-1161,2
2025-08-14,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250814-5520,12
2025-08-14,DL005,BR-PAD-F-MG,RECEIPT,3,PO-DL005-20250814-593,4
2025-08-14,DL003,BR-PAD-R-MG,ISSUE,1,JO-DL003-20250814-5051,1
2025-08-14,DL005,BATT-12V-70AH,ISSUE,1,JO-DL005-20250814-1951,2
2025-08-14,DL007,OIL-FILTER-MG,ISSUE,1,JO-DL007-20250814-6488,4
2025-08-15,DL008,TYRE-215-60-17,ISSUE,1,JO-DL008-20250815-3285,2
2025-08-15,DL004,TYRE-225-55-18,ISSUE,1,JO-DL004-20250815-9458,3
2025-08-15,DL007,OBD-HARNESS-MG,ISSUE,1,JO-DL007-20250815-8181,1
2025-08-15,DL007,OIL-FILTER-MG,ISSUE,1,JO-DL007-20250815-3402,3
2025-08-16,DL005,WIPER-BLADE-MG,ISSUE,1,JO-DL005-20250816-6436,2
2025-08-16,DL007,WIPER-BLADE-MG,ISSUE,1,JO-DL007-20250816-3469,7
2025-08-16,DL008,BATT-12V-60AH,ISSUE,1,JO-DL008-20250816-1423,1
2025-08-16,DL001,COOLANT-1L,ISSUE,1,JO-DL001-20250816-3174,9
2025-08-16,DL008,OBD-HARNESS-MG,ISSUE,1,JO-DL008-20250816-3935,2
2025-08-16,DL006,BATT-12V-60AH,ISSUE,1,JO-DL006-20250816-1677,1
2025-08-17,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250817-5372,4
2025-08-17,DL001,HV-MODULE-MG,ISSUE,1,JO-DL001-20250817-3149,1
2025-08-17,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250817-3807,10
2025-08-17,DL006,OIL-FILTER-MG,ISSUE,1,JO-DL006-20250817-2064,24
2025-08-18,DL003,BATT-12V-70AH,ISSUE,1,JO-DL003-20250818-6105,1
2025-08-18,DL002,BATT-12V-70AH,ISSUE,1,JO-DL002-20250818-7388,1
2025-08-18,DL006,TYRE-225-55-18,ISSUE,1,JO-DL006-20250818-4920,1
2025-08-18,DL005,THERMOSTAT-MG,ISSUE,1,JO-DL005-20250818-4204,1
2025-08-19,DL007,BATT-12V-70AH,ISSUE,1,JO-DL007-20250819-3068,1
2025-08-19,DL004,BATT-12V-60AH,ISSUE,1,JO-DL004-20250819-1095,1
2025-08-19,DL008,BATT-12V-60AH,RECEIPT,2,PO-DL008-20250819-753,3
2025-08-19,DL002,BR-PAD-F-MG,ISSUE,1,JO-DL002-20250819-9010,4
2025-08-19,DL002,TYRE-225-55-18,ISSUE,1,JO-DL002-20250819-3958,4
2025-08-19,DL003,BR-PAD-R-MG,RECEIPT,4,PO-DL003-20250819-134,5
2025-08-19,DL006,BATT-12V-60AH,RECEIPT,3,PO-DL006-20250819-283,4
2025-08-20,DL003,TYRE-225-55-18,RECEIPT,4,PO-DL003-20250820-863,5
2025-08-20,DL006,OIL-5W30-4L,ISSUE,1,JO-DL006-20250820-9208,2
2025-08-20,DL005,COOLANT-1L,ISSUE,1,JO-DL005-20250820-7299,5
2025-08-20,DL001,COOLANT-1L,ISSUE,1,JO-DL001-20250820-2975,8
2025-08-20,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20250820-1081,21
2025-08-21,DL001,BATT-12V-70AH,ISSUE,1,JO-DL001-20250821-6816,2
2025-08-21,DL002,BATT-12V-70AH,RECEIPT,2,PO-DL002-20250821-201,3
2025-08-21,DL003,BATT-12V-70AH,RECEIPT,2,PO-DL003-20250821-313,3
2025-08-21,DL004,TYRE-225-55-18,ISSUE,1,JO-DL004-20250821-6871,2
2025-08-21,DL002,TYRE-225-55-18,ISSUE,1,JO-DL002-20250821-2545,3
2025-08-21,DL008,TYRE-215-60-17,ISSUE,1,JO-DL008-20250821-9529,1
2025-08-21,DL006,HV-MODULE-MG,ISSUE,1,JO-DL006-20250821-7683,1
2025-08-21,DL008,BR-FLUID-DOT4,ISSUE,1,JO-DL008-20250821-4662,1
2025-08-22,DL007,OBD-HARNESS-MG,RECEIPT,2,PO-DL007-20250822-617,3
2025-08-22,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20250822-9137,5
2025-08-22,DL007,BATT-12V-70AH,RECEIPT,2,PO-DL007-20250822-554,3
2025-08-22,DL006,BATT-12V-70AH,ISSUE,1,JO-DL006-20250822-3884,1
2025-08-22,DL004,BATT-12V-60AH,RECEIPT,3,PO-DL004-20250822-879,4
2025-08-22,DL001,OIL-FILTER-MG,ISSUE,1,JO-DL001-20250822-4848,24
2025-08-22,DL001,BATT-12V-60AH,ISSUE,1,JO-DL001-20250822-3390,1
2025-08-22,DL006,TYRE-215-60-17,ISSUE,1,JO-DL006-20250822-1725,1
2025-08-23,DL004,BR-FLUID-DOT4,ISSUE,1,JO-DL004-20250823-3205,5
2025-08-23,DL008,BMS-FUSE-MG,ISSUE,1,JO-DL008-20250823-1608,1
2025-08-23,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250823-5361,11
2025-08-23,DL001,COOLANT-1L,ISSUE,1,JO-DL001-20250823-7276,7
2025-08-23,DL006,BATT-12V-60AH,ISSUE,1,JO-DL006-20250823-1059,3
2025-08-23,DL002,TYRE-225-55-18,ISSUE,1,JO-DL002-20250823-2998,2
2025-08-23,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250823-8808,3
2025-08-23,DL005,BR-PAD-R-MG,ISSUE,1,JO-DL005-20250823-4362,2
2025-08-23,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20250823-9277,4
2025-08-23,DL005,BR-PAD-F-MG,ISSUE,1,JO-DL005-20250823-3765,3
2025-08-24,DL004,TYRE-225-55-18,ISSUE,1,JO-DL004-20250824-8309,1
2025-08-24,DL007,COOLANT-1L,ISSUE,1,JO-DL007-20250824-2968,2
2025-08-24,DL008,CABIN-FILTER-MG,ISSUE,1,JO-DL008-20250824-8354,2
2025-08-24,DL008,BR-FLUID-DOT4,RECEIPT,6,PO-DL008-20250824-402,7
2025-08-24,DL006,OIL-5W30-4L,ISSUE,1,JO-DL006-20250824-2745,1
2025-08-24,DL004,CABIN-FILTER-MG,ISSUE,1,JO-DL004-20250824-9669,2
2025-08-24,DL002,BR-PAD-F-MG,ISSUE,1,JO-DL002-20250824-3138,3
2025-08-24,DL004,BMS-FUSE-MG,RECEIPT,3,PO-DL004-20250824-970,4
2025-08-25,DL007,SPARK-PLUG-NGK,ISSUE,1,JO-DL007-20250825-4888,1
2025-08-25,DL001,BATT-12V-60AH,RECEIPT,3,PO-DL001-20250825-116,4
2025-08-25,DL007,THERMOSTAT-MG,ISSUE,1,JO-DL007-20250825-2609,2
2025-08-25,DL006,TYRE-225-55-18,RECEIPT,3,PO-DL006-20250825-922,4
2025-08-25,DL006,BATT-12V-70AH,RECEIPT,2,PO-DL006-20250825-756,3
2025-08-26,DL006,OIL-5W30-4L,RECEIPT,13,PO-DL006-20250826-237,14
2025-08-26,DL001,BR-PAD-F-MG,ISSUE,1,JO-DL001-20250826-1339,2
2025-08-26,DL002,BR-PAD-F-MG,ISSUE,1,JO-DL002-20250826-6035,2
2025-08-26,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20250826-4150,11
2025-08-26,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20250826-9660,20
2025-08-26,DL008,THERMOSTAT-MG,ISSUE,1,JO-DL008-20250826-3509,2
2025-08-26,DL004,COOLANT-1L,ISSUE,1,JO-DL004-20250826-1941,12
2025-08-26,DL006,THERMOSTAT-MG,ISSUE,1,JO-DL006-20250826-5563,2
2025-08-27,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250827-4469,9
2025-08-27,DL008,OIL-5W30-4L,ISSUE,1,JO-DL008-20250827-5896,7
2025-08-27,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20250827-9751,1
2025-08-27,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20250827-7377,12
2025-08-27,DL005,HV-MODULE-MG,ISSUE,1,JO-DL005-20250827-4056,1
2025-08-27,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20250827-4829,19
2025-08-27,DL002,BATT-12V-60AH,ISSUE,1,JO-DL002-20250827-1162,1
2025-08-27,DL003,BR-PAD-R-MG,ISSUE,1,JO-DL003-20250827-3487,4
2025-08-27,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20250827-2576,10
2025-08-28,DL007,BR-FLUID-DOT4,ISSUE,1,JO-DL007-20250828-4375,4
2025-08-28,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20250828-2720,3
2025-08-28,DL008,TYRE-215-60-17,RECEIPT,3,PO-DL008-20250828-474,4
2025-08-28,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20250828-1085,9
2025-08-28,DL008,COOLANT-1L,ISSUE,1,JO-DL008-20250828-3674,1
2025-08-28,DL001,WIPER-BLADE-MG,ISSUE,1,JO-DL001-20250828-3316,2
2025-08-28,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250828-8120,8
2025-08-28,DL005,THERMOSTAT-MG,RECEIPT,2,PO-DL005-20250828-120,3
2025-08-29,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250829-5360,7
2025-08-29,DL005,OIL-FILTER-MG,ISSUE,1,JO-DL005-20250829-7770,8
2025-08-29,DL001,THERMOSTAT-MG,ISSUE,1,JO-DL001-20250829-3233,2
2025-08-29,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20250829-7770,11
2025-08-29,DL003,BR-PAD-R-MG,ISSUE,1,JO-DL003-20250829-7408,3
2025-08-29,DL006,TYRE-215-60-17,RECEIPT,4,PO-DL006-20250829-259,5
2025-08-29,DL001,OIL-5W30-4L,RECEIPT,13,PO-DL001-20250829-846,14
2025-08-29,DL003,BATT-12V-60AH,ISSUE,1,JO-DL003-20250829-6710,3
2025-08-29,DL008,BR-PAD-F-MG,ISSUE,1,JO-DL008-20250829-1284,3
2025-08-30,DL004,TYRE-225-55-18,ISSUE,1,JO-DL004-20250830-2247,4
2025-08-30,DL002,BATT-12V-60AH,RECEIPT,3,PO-DL002-20250830-834,4
2025-08-30,DL004,HV-MODULE-MG,RECEIPT,1,PO-DL004-20250830-933,2
2025-08-30,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20250830-8552,16
2025-08-30,DL007,SPARK-PLUG-NGK,RECEIPT,3,PO-DL007-20250830-608,4
2025-08-30,DL005,BR-PAD-F-MG,ISSUE,1,JO-DL005-20250830-4004,2
2025-08-30,DL007,OIL-FILTER-MG,ISSUE,1,JO-DL007-20250830-6868,2
2025-08-30,DL001,OIL-FILTER-MG,ISSUE,1,JO-DL001-20250830-8784,23
2025-08-30,DL006,COOLANT-1L,ISSUE,1,JO-DL006-20250830-6726,8
2025-08-30,DL005,HV-MODULE-MG,ISSUE,1,JO-DL005-20250830-8043,1
2025-08-31,DL006,OBD-HARNESS-MG,ISSUE,1,JO-DL006-20250831-6002,1
2025-08-31,DL004,TYRE-225-55-18,RECEIPT,4,PO-DL004-20250831-238,5
2025-08-31,DL001,WIPER-BLADE-MG,ISSUE,1,JO-DL001-20250831-9800,1
2025-08-31,DL006,WIPER-BLADE-MG,ISSUE,1,JO-DL006-20250831-1318,7
2025-08-31,DL008,COOLANT-1L,RECEIPT,11,PO-DL008-20250831-242,12
2025-08-31,DL005,TYRE-215-60-17,ISSUE,1,JO-DL005-20250831-2295,1
2025-08-31,DL002,WIPER-BLADE-MG,ISSUE,1,JO-DL002-20250831-6020,9
2025-09-01,DL001,THERMOSTAT-MG,ISSUE,1,JO-DL001-20250901-8816,1
2025-09-01,DL006,OBD-HARNESS-MG,ISSUE,1,JO-DL006-20250901-1831,2
2025-09-01,DL001,AIR-FILTER-MG,ISSUE,1,JO-DL001-20250901-9674,4
2025-09-01,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20250901-7071,18
2025-09-01,DL007,BR-PAD-F-MG,ISSUE,1,JO-DL007-20250901-1737,4
2025-09-01,DL004,AIR-FILTER-MG,ISSUE,1,JO-DL004-20250901-8940,7
2025-09-01,DL007,TYRE-225-55-18,ISSUE,1,JO-DL007-20250901-8211,2
2025-09-01,DL005,CABIN-FILTER-MG,ISSUE,1,JO-DL005-20250901-9107,3
2025-09-01,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20250901-9653,8
2025-09-02,DL001,WIPER-BLADE-MG,RECEIPT,9,PO-DL001-20250902-660,10
2025-09-02,DL005,BATT-12V-60AH,ISSUE,1,JO-DL005-20250902-9581,2
2025-09-02,DL001,THERMOSTAT-MG,ISSUE,1,JO-DL001-20250902-5799,2
2025-09-02,DL005,OIL-FILTER-MG,ISSUE,1,JO-DL005-20250902-5360,7
2025-09-02,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250902-7694,2
2025-09-02,DL005,OBD-HARNESS-MG,ISSUE,1,JO-DL005-20250902-6505,1
2025-09-03,DL001,TYRE-215-60-17,ISSUE,1,JO-DL001-20250903-5687,3
2025-09-03,DL008,TYRE-225-55-18,ISSUE,1,JO-DL008-20250903-9317,2
2025-09-03,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20250903-1916,13
2025-09-04,DL006,BATT-12V-70AH,ISSUE,1,JO-DL006-20250904-6958,2
2025-09-04,DL006,TYRE-225-55-18,ISSUE,1,JO-DL006-20250904-2448,3
2025-09-04,DL008,WIPER-BLADE-MG,ISSUE,1,JO-DL008-20250904-6678,2
2025-09-04,DL003,OBD-HARNESS-MG,ISSUE,1,JO-DL003-20250904-3075,1
2025-09-04,DL007,OIL-5W30-4L,ISSUE,1,JO-DL007-20250904-1447,13
2025-09-04,DL008,BR-FLUID-DOT4,ISSUE,1,JO-DL008-20250904-1041,6
2025-09-05,DL003,AIR-FILTER-MG,ISSUE,1,JO-DL003-20250905-7716,7
2025-09-05,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250905-7767,1
2025-09-05,DL004,BR-FLUID-DOT4,ISSUE,1,JO-DL004-20250905-1020,4
2025-09-05,DL002,TYRE-215-60-17,ISSUE,1,JO-DL002-20250905-4056,4
2025-09-06,DL008,OIL-5W30-4L,ISSUE,1,JO-DL008-20250906-2271,6
2025-09-06,DL006,TYRE-215-60-17,ISSUE,1,JO-DL006-20250906-2667,4
2025-09-06,DL003,THERMOSTAT-MG,ISSUE,1,JO-DL003-20250906-7673,2
2025-09-06,DL008,BMS-FUSE-MG,RECEIPT,2,PO-DL008-20250906-766,3
2025-09-06,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20250906-2062,17
2025-09-06,DL001,BR-FLUID-DOT4,ISSUE,1,JO-DL001-20250906-5961,3
2025-09-06,DL006,OIL-FILTER-MG,ISSUE,1,JO-DL006-20250906-7280,23
2025-09-07,DL003,BR-PAD-R-MG,ISSUE,1,JO-DL003-20250907-4320,2
2025-09-07,DL007,TYRE-225-55-18,ISSUE,1,JO-DL007-20250907-8584,1
2025-09-07,DL006,OBD-HARNESS-MG,RECEIPT,2,PO-DL006-20250907-673,3
2025-09-07,DL001,HV-MODULE-MG,RECEIPT,1,PO-DL001-20250907-316,2
2025-09-07,DL005,TYRE-215-60-17,RECEIPT,3,PO-DL005-20250907-846,4
2025-09-07,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20250907-5386,12
2025-09-07,DL002,OIL-5W30-4L,RECEIPT,14,PO-DL002-20250907-327,15
2025-09-08,DL003,HV-MODULE-MG,ISSUE,1,JO-DL003-20250908-4694,1
2025-09-08,DL005,BR-PAD-R-MG,ISSUE,1,JO-DL005-20250908-6286,1
2025-09-08,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250908-5718,10
2025-09-08,DL004,OBD-HARNESS-MG,ISSUE,1,JO-DL004-20250908-6307,2
2025-09-08,DL003,COOLANT-1L,ISSUE,1,JO-DL003-20250908-1942,5
2025-09-08,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20250908-5879,2
2025-09-08,DL008,TYRE-225-55-18,ISSUE,1,JO-DL008-20250908-3965,1
2025-09-08,DL003,AIR-FILTER-MG,ISSUE,1,JO-DL003-20250908-6270,6
2025-09-08,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20250908-6155,11
2025-09-09,DL003,THERMOSTAT-MG,ISSUE,1,JO-DL003-20250909-7836,1
2025-09-09,DL005,BR-PAD-R-MG,ISSUE,1,JO-DL005-20250909-5959,3
2025-09-09,DL005,OBD-HARNESS-MG,RECEIPT,2,PO-DL005-20250909-175,3
2025-09-09,DL008,OIL-5W30-4L,ISSUE,1,JO-DL008-20250909-1450,5
2025-09-09,DL004,COOLANT-1L,ISSUE,1,JO-DL004-20250909-2468,11
2025-09-09,DL003,CABIN-FILTER-MG,ISSUE,1,JO-DL003-20250909-9397,3
2025-09-09,DL006,BR-PAD-F-MG,ISSUE,1,JO-DL006-20250909-1762,1
2025-09-10,DL003,SPARK-PLUG-NGK,ISSUE,1,JO-DL003-20250910-5123,2
2025-09-10,DL005,WIPER-BLADE-MG,ISSUE,1,JO-DL005-20250910-6710,1
2025-09-10,DL001,CABIN-FILTER-MG,ISSUE,1,JO-DL001-20250910-3871,4
2025-09-10,DL003,TYRE-225-55-18,ISSUE,1,JO-DL003-20250910-9172,4
2025-09-11,DL001,BR-PAD-R-MG,ISSUE,1,JO-DL001-20250911-3001,2
2025-09-11,DL008,AIR-FILTER-MG,ISSUE,1,JO-DL008-20250911-5194,1
2025-09-11,DL005,OIL-FILTER-MG,ISSUE,1,JO-DL005-20250911-8611,6
2025-09-11,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20250911-8423,16
2025-09-11,DL005,HV-MODULE-MG,ISSUE,1,JO-DL005-20250911-1794,1
2025-09-11,DL001,OIL-FILTER-MG,ISSUE,1,JO-DL001-20250911-2746,22
2025-09-11,DL003,OBD-HARNESS-MG,RECEIPT,2,PO-DL003-20250911-273,3
2025-09-11,DL006,HV-MODULE-MG,RECEIPT,1,PO-DL006-20250911-730,2
2025-09-11,DL006,CABIN-FILTER-MG,ISSUE,1,JO-DL006-20250911-6504,8
2025-09-11,DL001,THERMOSTAT-MG,RECEIPT,2,PO-DL001-20250911-406,3
2025-09-12,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250912-8811,9
2025-09-12,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20250912-8004,7
2025-09-12,DL004,BATT-12V-70AH,ISSUE,1,JO-DL004-20250912-2636,2
2025-09-12,DL005,BATT-12V-70AH,ISSUE,1,JO-DL005-20250912-2298,1
2025-09-12,DL002,BATT-12V-70AH,ISSUE,1,JO-DL002-20250912-7669,2
2025-09-12,DL005,WIPER-BLADE-MG,RECEIPT,8,PO-DL005-20250912-515,9
2025-09-12,DL006,BR-PAD-R-MG,ISSUE,1,JO-DL006-20250912-2687,4
2025-09-12,DL004,CABIN-FILTER-MG,ISSUE,1,JO-DL004-20250912-1486,1
2025-09-12,DL006,OIL-5W30-4L,ISSUE,1,JO-DL006-20250912-4562,13
2025-09-12,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250912-8197,14
2025-09-12,DL001,HV-MODULE-MG,ISSUE,1,JO-DL001-20250912-2771,1
2025-09-12,DL002,BR-PAD-R-MG,ISSUE,1,JO-DL002-20250912-1361,4
2025-09-13,DL005,BR-PAD-R-MG,RECEIPT,3,PO-DL005-20250913-968,4
2025-09-13,DL008,OIL-5W30-4L,ISSUE,1,JO-DL008-20250913-6241,4
2025-09-13,DL008,CABIN-FILTER-MG,ISSUE,1,JO-DL008-20250913-6451,1
2025-09-13,DL007,OBD-HARNESS-MG,ISSUE,1,JO-DL007-20250913-3961,2
2025-09-13,DL002,WIPER-BLADE-MG,ISSUE,1,JO-DL002-20250913-6956,8
2025-09-13,DL003,BR-FLUID-DOT4,ISSUE,1,JO-DL003-20250913-7821,2
2025-09-13,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250913-3820,6
2025-09-14,DL006,BR-PAD-F-MG,RECEIPT,4,PO-DL006-20250914-684,5
2025-09-14,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20250914-9830,10
2025-09-14,DL008,BR-PAD-R-MG,ISSUE,1,JO-DL008-20250914-6055,1
2025-09-14,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20250914-7893,15
2025-09-14,DL008,SPARK-PLUG-NGK,ISSUE,1,JO-DL008-20250914-9518,1
2025-09-14,DL003,TYRE-215-60-17,ISSUE,1,JO-DL003-20250914-2991,4
2025-09-14,DL002,BMS-FUSE-MG,ISSUE,1,JO-DL002-20250914-5476,2
2025-09-14,DL007,TYRE-225-55-18,RECEIPT,3,PO-DL007-20250914-313,4
2025-09-14,DL008,AIR-FILTER-MG,RECEIPT,8,PO-DL008-20250914-310,9
2025-09-14,DL006,BR-PAD-R-MG,ISSUE,1,JO-DL006-20250914-7265,3
2025-09-15,DL002,HV-MODULE-MG,ISSUE,1,JO-DL002-20250915-6176,1
2025-09-15,DL005,THERMOSTAT-MG,ISSUE,1,JO-DL005-20250915-5539,2
2025-09-15,DL005,BATT-12V-70AH,RECEIPT,2,PO-DL005-20250915-254,3
2025-09-15,DL004,CABIN-FILTER-MG,RECEIPT,10,PO-DL004-20250915-314,11
2025-09-15,DL005,BMS-FUSE-MG,ISSUE,1,JO-DL005-20250915-5011,1
2025-09-15,DL008,TYRE-225-55-18,RECEIPT,3,PO-DL008-20250915-148,4
2025-09-15,DL001,BR-FLUID-DOT4,ISSUE,1,JO-DL001-20250915-5703,2
2025-09-15,DL007,TYRE-215-60-17,ISSUE,1,JO-DL007-20250915-6620,2
2025-09-15,DL004,WIPER-BLADE-MG,ISSUE,1,JO-DL004-20250915-4112,1
2025-09-16,DL008,CABIN-FILTER-MG,RECEIPT,8,PO-DL008-20250916-522,9
2025-09-16,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20250916-5362,10
2025-09-16,DL008,THERMOSTAT-MG,ISSUE,1,JO-DL008-20250916-5413,1
2025-09-16,DL004,BR-FLUID-DOT4,ISSUE,1,JO-DL004-20250916-2943,3
2025-09-16,DL007,SPARK-PLUG-NGK,ISSUE,1,JO-DL007-20250916-3826,3
2025-09-16,DL007,OIL-5W30-4L,ISSUE,1,JO-DL007-20250916-2412,12
2025-09-17,DL003,BMS-FUSE-MG,ISSUE,1,JO-DL003-20250917-9265,1
2025-09-17,DL005,TYRE-215-60-17,ISSUE,1,JO-DL005-20250917-5027,3
2025-09-17,DL004,WIPER-BLADE-MG,ISSUE,1,JO-DL004-20250917-9861,11
2025-09-17,DL007,OIL-5W30-4L,ISSUE,1,JO-DL007-20250917-3255,11
2025-09-17,DL004,BMS-FUSE-MG,ISSUE,1,JO-DL004-20250917-9232,3
2025-09-17,DL005,BATT-12V-60AH,ISSUE,1,JO-DL005-20250917-7268,1
2025-09-17,DL005,HV-MODULE-MG,RECEIPT,1,PO-DL005-20250917-689,2
2025-09-17,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20250917-8972,15
2025-09-17,DL004,WIPER-BLADE-MG,RECEIPT,11,PO-DL004-20250917-995,12
2025-09-18,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20250918-6330,14
2025-09-18,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250918-4508,5
2025-09-18,DL007,TYRE-225-55-18,ISSUE,1,JO-DL007-20250918-4284,3
2025-09-18,DL007,COOLANT-1L,ISSUE,1,JO-DL007-20250918-7953,1
2025-09-18,DL008,BATT-12V-60AH,ISSUE,1,JO-DL008-20250918-8130,2
2025-09-18,DL001,SPARK-PLUG-NGK,ISSUE,1,JO-DL001-20250918-5965,1
2025-09-18,DL003,TYRE-215-60-17,ISSUE,1,JO-DL003-20250918-7050,3
2025-09-18,DL001,HV-MODULE-MG,ISSUE,1,JO-DL001-20250918-8279,1
2025-09-18,DL008,BR-FLUID-DOT4,ISSUE,1,JO-DL008-20250918-8382,5
2025-09-18,DL008,BR-PAD-F-MG,ISSUE,1,JO-DL008-20250918-7882,2
2025-09-19,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250919-8458,8
2025-09-19,DL008,BR-PAD-R-MG,RECEIPT,3,PO-DL008-20250919-885,4
2025-09-19,DL007,OIL-5W30-4L,ISSUE,1,JO-DL007-20250919-4613,10
2025-09-19,DL008,SPARK-PLUG-NGK,RECEIPT,3,PO-DL008-20250919-351,4
2025-09-19,DL005,COOLANT-1L,ISSUE,1,JO-DL005-20250919-3097,4
2025-09-19,DL004,THERMOSTAT-MG,ISSUE,1,JO-DL004-20250919-6128,1
2025-09-19,DL003,THERMOSTAT-MG,RECEIPT,3,PO-DL003-20250919-574,4
2025-09-19,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250919-7232,13
2025-09-20,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20250920-1369,6
2025-09-20,DL008,BATT-12V-70AH,ISSUE,1,JO-DL008-20250920-4065,2
2025-09-20,DL006,BATT-12V-60AH,ISSUE,1,JO-DL006-20250920-3803,2
2025-09-20,DL005,BATT-12V-60AH,RECEIPT,2,PO-DL005-20250920-461,3
2025-09-20,DL002,WIPER-BLADE-MG,ISSUE,1,JO-DL002-20250920-6269,7
2025-09-20,DL005,HV-MODULE-MG,RECEIPT,1,PO-DL005-20250920-680,2
2025-09-20,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20250920-3698,9
2025-09-20,DL007,BR-PAD-R-MG,ISSUE,1,JO-DL007-20250920-7347,3
2025-09-20,DL003,CABIN-FILTER-MG,ISSUE,1,JO-DL003-20250920-5417,2
2025-09-21,DL006,WIPER-BLADE-MG,ISSUE,1,JO-DL006-20250921-5466,6
2025-09-21,DL003,COOLANT-1L,ISSUE,1,JO-DL003-20250921-8058,4
2025-09-21,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20250921-2140,13
2025-09-21,DL007,COOLANT-1L,RECEIPT,13,PO-DL007-20250921-578,14
2025-09-21,DL007,AIR-FILTER-MG,ISSUE,1,JO-DL007-20250921-9408,6
2025-09-21,DL004,BR-PAD-F-MG,ISSUE,1,JO-DL004-20250921-2501,1
2025-09-22,DL008,TYRE-215-60-17,ISSUE,1,JO-DL008-20250922-4314,3
2025-09-22,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20250922-2333,8
2025-09-22,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20250922-7356,1
2025-09-22,DL006,AIR-FILTER-MG,ISSUE,1,JO-DL006-20250922-8247,2
2025-09-22,DL002,BATT-12V-70AH,ISSUE,1,JO-DL002-20250922-2663,1
2025-09-22,DL003,SPARK-PLUG-NGK,ISSUE,1,JO-DL003-20250922-8046,1
2025-09-22,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250922-9772,4
