VIN,timestamp,StartTime-Date,vehSpeed,vehSysPwrMod,vehGearPos,vehSteeringAngle,vehBrakePos,vehAccelPos,tboxAccelX,tboxAccelY,tboxAccelZ,vehBatt,vehOdo,vehCoolantTemp,vehOutsideTemp,vehInsideTemp,vehAC,vehACFanSpeed,vehSideLight,vehDipLight,vehMainLight,vehRainDetected,vehNightDetected,vehHorn,vehSeatBeltDrv,vehBrkFludLvlLow,vehABSF,frontLeftTyrePressure,frontRrightTyrePressure,rearLeftTyrePressure,rearRightTyrePressure,wheelTyreMonitorStatus,gnssLat,gnssLong,gnssAlt,gnssHead,gnssSats,_failure_type,_failure_intensity,vehRPM,FuelTankLevel,vehFuelConsumed,vehOilPressureWarning,vehMILWarning,vehBMSBscSta,vehBMSPackVol,vehBMSPackCrnt,vehBMSPackSOC,vehBMSPackSOCV,vehBMSCellMaxVol,vehBMSCellMinVol,vehBMSCellMaxTem,vehBMSCellMinTem,vehHVDCDCTem,vehBMSCMUFlt,vehBMSCellVoltFlt,vehBMSPackTemFlt,vehBMSHVILClsd,chargingGunIsConnected,vehIsCharging,dcOrAC,usedBatterySinceLastCharge,mileageSinceLastCharge,vehElecRange,vehTMInvtrTem,vehTMSttrTem,vehEPTRdy,VehSpeed,VehSysPwrMod,VehRPM,VehGearPos,VehSteeringAngle,VehBrakePos,VehAccelPos,VehAccelX,VehBatt,VehOdo,VehFuelConsumed,EnginOilLifePct,VehCoolantTemp,VehOutsideTemp,VehEngineOilTemp,BrakePadFrontMM,BrakePadRearMM,BrakeFluidPct,BMSPackVol,BMSPackCrnt,BMSPackSOC,BMSPackSOH,BMSCellMaxVol,BMSCellMinVol,BMSCellMaxTemp,BMSCellMinTemp,SOCValid,TyrePressureFL,TyrePressureFR,TyrePressureRL,TyrePressureRR,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,GNSSLat,GNSSLong,GNSSAlt,GNSSHead,GNSSSats
MZ7XASN00100026,1719482435,2024-06-27,100.4,2.0,3.0,-108.0,0.4,63.0,12.382,-0.001,0.001,14.12,82994.8,82.3,33.0,31.9,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.3,83.1,83.2,83.2,1.0,18.960188,73.528037,14.7,302.3,9.0,,0.0,3624.0,82.2,0.5779,0.0,0.0,3.0,169.4,68.73,0.0,0.0,3.3124,3.2919,33.9,29.5,45.5,0.0,0.0,0.0,1.0,0.0,0.0,,2481.274,5.5,0.0,48.9,49.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1714916258,2024-05-05,0.8,2.0,3.0,2.8,0.0,0.0,-0.261,-0.014,-0.056,14.09,80263.01,56.9,34.1,33.5,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.2,82.4,82.2,82.1,1.0,18.954613,73.523214,13.0,301.8,10.0,,0.0,0.0,82.2,0.0252,0.0,0.0,3.0,170.3,9.26,0.0,0.0,3.3106,3.2877,27.8,24.7,39.5,0.0,0.0,0.0,1.0,0.0,0.0,,281.201,0.28,0.0,37.7,43.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1708579601,2024-02-22,38.1,2.0,3.0,-67.3,1.1,11.0,-0.647,0.02,-0.052,14.14,75874.51,91.1,27.2,26.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.8,81.9,82.0,82.0,1.0,18.96022,73.519567,21.6,343.1,12.0,,0.0,1257.0,82.2,1.865,0.0,0.0,3.0,170.9,31.09,0.0,0.0,3.3114,3.2922,30.9,25.8,41.9,0.0,0.0,0.0,1.0,0.0,0.0,,8969.588,18.42,0.0,43.0,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717844927,2024-06-08,10.1,2.0,3.0,19.5,0.0,11.4,1.161,0.022,0.057,14.07,82074.47,70.1,33.8,32.6,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,82.2,82.2,82.3,1.0,18.956924,73.526307,11.6,212.6,9.0,,0.0,341.0,82.2,0.0707,0.0,0.0,3.0,169.9,14.75,0.0,0.0,3.3162,3.29,29.0,24.7,41.0,0.0,0.0,0.0,1.0,0.0,0.0,,615.43,0.76,0.0,36.8,41.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707576281,2024-02-10,0.1,2.0,0.0,-139.9,0.0,0.6,0.698,-0.008,-0.063,14.0,75215.0,90.1,26.0,25.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,81.3,81.5,81.4,81.6,1.0,18.958904,73.528994,17.6,332.9,13.0,,0.0,0.0,82.2,2.2961,0.0,0.0,3.0,169.1,8.92,0.0,0.0,3.3051,3.2924,27.2,23.3,42.6,0.0,0.0,0.0,1.0,0.0,0.0,,13863.009,23.64,0.0,38.0,41.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711010457,2024-03-21,30.3,2.0,3.0,149.6,0.0,28.6,8.236,-0.019,-0.023,14.14,77520.06,90.9,29.8,29.1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.2,82.2,82.2,82.2,1.0,18.957708,73.535357,54.0,320.7,13.0,,0.0,1185.0,82.2,3.2156,0.0,0.0,3.0,170.6,26.68,0.0,0.0,3.3122,3.2932,30.1,25.8,40.4,0.0,0.0,0.0,1.0,0.0,0.0,,19762.886,33.38,0.0,40.6,45.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1714708945,2024-05-03,17.2,2.0,3.0,130.7,0.0,10.6,1.822,0.043,-0.032,14.08,80068.4,91.5,33.2,32.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,82.2,82.4,82.5,1.0,18.960849,73.518337,10.7,100.4,14.0,,0.0,569.0,82.2,1.3673,0.0,0.0,3.0,171.5,18.77,0.0,0.0,3.3106,3.2871,28.9,24.6,41.0,0.0,0.0,0.0,1.0,0.0,0.0,,7557.777,14.34,0.0,37.9,41.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1714919206,2024-05-05,28.5,2.0,3.0,-180.0,0.0,4.5,0.344,-0.009,0.024,14.13,80275.31,91.6,33.3,31.3,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.4,82.5,82.6,82.4,1.0,18.957397,73.520785,0.7,257.7,13.0,,0.0,966.0,82.2,1.1513,0.0,0.0,3.0,171.0,25.46,0.0,0.0,3.3106,3.2917,29.4,25.4,41.8,0.0,0.0,0.0,1.0,0.0,0.0,,8681.864,12.58,0.0,41.8,43.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1709790802,2024-03-07,37.7,2.0,3.0,5.1,0.0,26.7,4.909,0.014,-0.048,14.09,76637.15,90.6,29.1,28.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.2,82.0,82.0,82.1,1.0,18.954789,73.526098,25.0,201.8,12.0,,0.0,1264.0,82.2,0.6945,0.0,0.0,3.0,173.2,30.49,0.0,0.0,3.3108,3.2929,30.6,26.9,41.8,0.0,0.0,0.0,1.0,0.0,0.0,,4127.783,7.43,0.0,41.0,44.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717517548,2024-06-04,0.0,2.0,0.0,101.3,0.0,0.0,0.0,-0.002,0.019,14.06,81874.77,90.2,33.6,31.7,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.3,82.3,82.3,82.2,1.0,18.956869,73.526141,8.2,340.6,8.0,,0.0,0.0,82.2,1.4098,0.0,0.0,3.0,169.5,8.85,0.0,0.0,3.3128,3.2911,28.8,24.2,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,6552.899,14.0,0.0,36.6,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707538407,2024-02-10,0.0,2.0,0.0,38.6,0.8,2.1,0.0,0.002,0.029,14.12,75190.79,91.6,26.6,25.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.6,81.5,81.4,81.5,1.0,18.958084,73.529407,3.4,100.9,9.0,,0.0,0.0,82.2,1.9622,0.0,0.0,3.0,170.0,8.82,0.0,0.0,3.3057,3.2925,28.1,24.6,40.0,0.0,0.0,0.0,1.0,0.0,0.0,,12010.056,20.62,0.0,35.5,42.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712205519,2024-04-04,0.0,2.0,0.0,-76.5,1.5,0.6,0.0,-0.0,0.036,14.12,78416.38,91.1,31.5,30.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.1,81.9,82.1,82.0,1.0,18.961068,73.526616,15.4,260.1,11.0,,0.0,0.0,82.2,1.1138,0.0,0.0,3.0,169.4,8.86,0.0,0.0,3.3114,3.2896,27.3,23.4,39.7,0.0,0.0,0.0,1.0,0.0,0.0,,7218.108,11.59,0.0,35.5,40.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1718371277,2024-06-14,0.0,2.0,0.0,-130.5,0.0,0.0,0.0,-0.003,-0.125,14.03,82337.51,82.3,33.8,33.9,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.1,82.1,82.1,82.3,1.0,18.956961,73.523518,9.9,207.4,9.0,,0.0,0.0,82.2,0.4449,0.0,0.0,3.0,181.5,8.26,36.0,0.0,3.6337,3.6127,29.3,25.1,40.9,0.0,0.0,0.0,1.0,0.0,0.0,,2176.753,4.64,26.0,36.6,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1706797971,2024-02-01,15.8,2.0,3.0,13.7,4.1,9.3,-1.046,-0.004,-0.073,14.13,74712.03,49.8,24.7,29.6,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.6,81.6,81.7,81.5,1.0,18.954547,73.522891,5.5,251.6,10.0,,0.0,587.0,82.2,0.0211,0.0,0.0,3.0,171.3,9.24,0.0,0.0,3.3112,3.2908,27.5,23.6,39.2,0.0,0.0,0.0,1.0,0.0,0.0,,96.698,0.3,0.0,36.6,39.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1708226844,2024-02-18,0.0,2.0,0.0,-62.3,2.1,2.1,0.185,-0.005,0.012,14.15,75680.88,91.2,26.6,25.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.7,81.4,81.5,81.6,1.0,18.955054,73.523891,36.2,79.4,9.0,,0.0,0.0,82.2,1.2662,0.0,0.0,3.0,170.5,8.81,0.0,0.0,3.3124,3.2883,28.2,24.5,39.0,0.0,0.0,0.0,1.0,0.0,0.0,,7654.08,13.15,0.0,39.7,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1704633971,2024-01-07,5.0,2.0,3.0,63.8,4.9,6.0,-1.12,0.009,-0.008,14.12,73434.39,90.7,23.2,28.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.2,81.4,81.3,81.2,1.0,18.958991,73.523561,20.9,278.5,10.0,,0.0,200.0,82.2,2.4243,0.0,0.0,3.0,170.7,2.94,0.0,0.0,3.3065,3.2802,27.3,24.0,41.7,0.0,0.0,0.0,1.0,0.0,0.0,,10330.467,31.4,0.0,37.8,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1718790512,2024-06-19,23.6,2.0,3.0,180.0,3.9,7.5,-1.133,0.001,-0.126,14.07,82646.28,90.6,33.7,32.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,82.3,82.4,82.4,1.0,18.95066,73.537689,1.0,184.1,8.0,,0.0,791.0,82.2,1.6651,0.0,0.0,3.0,170.0,22.69,0.0,0.0,3.3106,3.2904,28.9,24.6,42.6,0.0,0.0,0.0,1.0,0.0,0.0,,12996.46,18.27,0.0,38.9,44.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1714117210,2024-04-26,53.5,2.0,3.0,-88.3,0.0,18.3,0.531,0.076,-0.107,14.09,79722.73,91.3,32.9,31.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,82.8,82.8,82.6,1.0,18.949099,73.515207,-13.0,244.7,10.0,,0.0,1921.0,82.2,2.0814,0.0,0.0,3.0,169.4,40.46,0.0,0.0,3.3082,3.2906,31.0,26.9,41.9,0.0,0.0,0.0,1.0,0.0,0.0,,10910.258,21.37,0.0,44.0,46.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711381623,2024-03-25,0.0,2.0,0.0,-33.5,0.0,2.4,0.0,0.005,0.02,14.08,77838.48,91.5,30.5,29.4,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.9,81.8,81.8,81.8,1.0,18.956074,73.522147,-15.6,300.6,14.0,,0.0,0.0,82.2,0.8992,0.0,0.0,3.0,170.8,8.78,0.0,0.0,3.3084,3.2865,27.7,23.1,43.0,0.0,0.0,0.0,1.0,0.0,0.0,,6475.134,9.43,0.0,36.3,38.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711771400,2024-03-30,3.7,2.0,3.0,96.8,1.3,5.3,1.243,0.013,0.048,14.14,78135.38,90.6,30.7,29.6,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.1,81.9,82.1,81.9,1.0,18.955884,73.519548,5.4,243.4,9.0,,0.0,143.0,82.2,2.7735,0.0,0.0,3.0,170.8,10.96,0.0,0.0,3.3118,3.2907,28.4,24.0,40.1,0.0,0.0,0.0,1.0,0.0,0.0,,16121.923,28.57,0.0,35.8,41.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1705392774,2024-01-16,29.4,2.0,3.0,45.7,11.2,5.8,-2.592,0.011,0.037,14.07,73955.58,90.9,24.5,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.5,81.4,81.5,81.7,1.0,18.956049,73.519932,27.6,194.5,9.0,,0.0,1091.0,82.2,0.5721,0.0,0.0,3.0,169.8,17.36,0.0,0.0,3.3095,3.2874,29.0,24.3,41.0,0.0,0.0,0.0,1.0,0.0,0.0,,2558.067,7.7,0.0,37.3,42.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717258326,2024-06-01,1.5,2.0,3.0,0.7,0.4,0.0,-0.583,0.015,0.032,14.06,81689.53,57.0,33.8,33.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.3,82.4,82.2,82.3,1.0,18.9559,73.522967,7.4,266.5,12.0,,0.0,86.0,82.2,0.0231,0.0,0.0,3.0,169.4,9.76,0.0,0.0,3.3062,3.291,28.0,23.7,41.4,0.0,0.0,0.0,1.0,0.0,0.0,,257.024,0.25,0.0,39.0,40.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1715851946,2024-05-16,72.9,2.0,3.0,40.2,0.0,22.0,-0.089,0.16,0.005,14.1,80832.41,90.2,33.8,32.2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.9,83.0,83.1,83.1,1.0,18.957614,73.527668,28.8,300.6,14.0,,0.0,2524.0,82.2,0.8568,0.0,0.0,3.0,169.2,51.93,0.0,0.0,3.3077,3.2922,32.9,29.3,44.2,0.0,0.0,0.0,1.0,0.0,0.0,,5397.738,9.05,0.0,44.4,48.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717091197,2024-05-30,0.9,2.0,3.0,127.6,0.0,1.5,-0.775,-0.005,0.028,14.07,81631.58,90.9,34.3,33.4,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,82.3,82.3,82.4,82.1,1.0,18.952773,73.527212,4.0,268.7,13.0,,0.0,68.0,82.2,1.3493,0.0,0.0,3.0,170.1,9.34,0.0,0.0,3.3081,3.2925,28.4,24.1,41.5,0.0,0.0,0.0,1.0,0.0,0.0,,7335.136,13.75,0.0,36.9,42.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1718290826,2024-06-13,0.0,2.0,0.0,-42.7,0.0,0.6,0.0,-0.009,0.143,14.12,82327.09,90.6,33.1,31.7,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.2,82.3,82.3,82.3,1.0,18.95566,73.525346,10.2,147.6,10.0,,0.0,0.0,82.2,0.4656,0.0,0.0,3.0,170.8,8.78,0.0,0.0,3.3184,3.2871,28.5,24.1,40.7,0.0,0.0,0.0,1.0,0.0,0.0,,3312.013,4.93,0.0,37.3,40.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1716360719,2024-05-22,7.1,2.0,3.0,31.3,0.0,8.3,0.911,-0.005,0.038,14.04,81210.36,90.5,34.4,32.7,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.3,82.3,82.2,82.4,1.0,18.953522,73.52511,-8.1,359.1,9.0,,0.0,150.0,82.2,1.6403,0.0,0.0,3.0,169.0,13.06,0.0,0.0,3.3098,3.2907,28.5,23.9,41.1,0.0,0.0,0.0,1.0,0.0,0.0,,8767.497,16.61,0.0,37.1,40.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1708927793,2024-02-26,33.0,2.0,3.0,87.8,3.0,8.8,-1.185,0.032,0.021,14.02,76182.12,90.7,28.0,26.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,81.9,81.8,81.9,1.0,18.956631,73.522329,-10.4,187.9,14.0,,0.0,1132.0,82.2,0.7064,0.0,0.0,3.0,169.8,28.27,0.0,0.0,3.3069,3.2871,30.4,26.7,43.1,0.0,0.0,0.0,1.0,0.0,0.0,,5142.415,7.67,0.0,40.9,44.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1716643222,2024-05-25,0.0,2.0,0.0,-16.7,0.0,0.7,0.278,-0.006,0.031,14.04,81384.65,90.7,34.0,32.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.3,82.3,82.1,82.1,1.0,18.955716,73.521126,23.3,287.4,9.0,,0.0,0.0,82.2,0.3587,0.0,0.0,3.0,169.0,8.89,0.0,0.0,3.3097,3.2895,28.2,24.5,41.4,0.0,0.0,0.0,1.0,0.0,0.0,,2894.119,3.84,0.0,37.6,41.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717917311,2024-06-09,56.6,2.0,3.0,-53.6,0.0,15.2,-0.817,0.018,-0.013,14.15,82176.65,90.7,33.9,32.9,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.9,82.8,82.8,82.7,1.0,18.955657,73.524181,-8.5,321.6,9.0,,0.0,1974.0,82.2,0.6324,0.0,0.0,3.0,170.5,42.0,0.0,0.0,3.3132,3.2967,32.6,27.9,44.5,0.0,0.0,0.0,1.0,0.0,0.0,,4946.657,6.84,0.0,44.4,45.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713626528,2024-04-20,0.0,2.0,0.0,29.5,0.0,2.1,0.0,-0.008,-0.007,14.08,79420.89,90.5,32.3,32.7,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,82.1,82.0,82.0,1.0,18.955758,73.523753,-1.8,205.0,14.0,,0.0,0.0,82.2,0.7103,0.0,0.0,3.0,169.7,8.84,0.0,0.0,3.3094,3.2943,27.8,23.8,40.5,0.0,0.0,0.0,1.0,0.0,0.0,,4818.164,7.65,0.0,37.1,40.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711289574,2024-03-24,9.6,2.0,3.0,-35.0,0.0,8.8,0.694,-0.017,0.053,14.11,77737.42,86.5,30.7,29.2,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,81.9,82.0,82.1,1.0,18.956595,73.523072,22.5,74.1,12.0,,0.0,317.0,82.2,0.1519,0.0,0.0,3.0,171.9,14.29,0.0,0.0,3.3073,3.2947,28.3,24.6,42.4,0.0,0.0,0.0,1.0,0.0,0.0,,1487.415,1.69,0.0,38.6,42.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713882525,2024-04-23,2.0,2.0,3.0,103.7,0.0,0.7,-0.053,0.012,-0.033,14.12,79547.0,91.5,32.7,31.8,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,82.0,82.3,82.3,82.1,1.0,18.95502,73.515269,-23.5,233.5,13.0,,0.0,143.0,82.2,2.1943,0.0,0.0,3.0,170.6,9.95,0.0,0.0,3.3022,3.2911,28.5,24.5,42.5,0.0,0.0,0.0,1.0,0.0,0.0,,14070.685,23.47,0.0,36.7,40.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710754125,2024-03-18,1.3,2.0,3.0,76.3,3.0,0.7,0.287,-0.0,0.057,14.08,77299.97,90.8,29.9,28.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.8,81.8,81.9,81.8,1.0,18.947999,73.513426,6.0,114.9,10.0,,0.0,74.0,82.2,2.9329,0.0,0.0,3.0,169.6,9.6,0.0,0.0,3.309,3.2904,28.4,24.1,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,19739.939,31.16,0.0,36.8,42.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710143272,2024-03-11,0.0,2.0,0.0,-76.5,0.0,3.5,0.0,-0.003,-0.092,14.05,76871.26,91.4,29.1,27.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.6,81.7,81.8,81.6,1.0,18.959296,73.531421,-0.8,290.3,10.0,,0.0,0.0,82.2,0.8804,0.0,0.0,3.0,169.3,8.86,0.0,0.0,3.3067,3.2889,28.4,24.3,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,6097.618,8.92,0.0,36.3,43.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1705726704,2024-01-20,0.0,2.0,0.0,-4.6,1.5,1.0,-0.007,0.002,-0.032,14.14,74276.74,91.3,24.0,29.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.3,81.3,81.3,81.4,1.0,18.960678,73.51488,10.6,38.6,13.0,,0.0,0.0,82.2,1.2867,0.0,0.0,3.0,201.1,0.0,99.9,0.0,4.2103,4.1921,27.5,22.6,38.6,0.0,0.0,0.0,1.0,0.0,0.0,,5611.816,17.36,72.0,35.5,37.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710569293,2024-03-16,0.0,2.0,0.0,-180.0,0.0,0.0,0.0,-0.003,-0.029,14.2,77138.37,91.8,29.7,28.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.9,81.9,81.8,81.8,1.0,18.957919,73.528241,17.5,358.5,10.0,,0.0,0.0,82.2,0.7872,0.0,0.0,3.0,169.3,8.86,0.0,0.0,3.311,3.2896,27.1,23.5,40.6,0.0,0.0,0.0,1.0,0.0,0.0,,5655.805,8.59,0.0,37.6,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1704814331,2024-01-09,44.7,2.0,3.0,36.2,1.5,15.2,0.316,0.099,-0.025,14.12,73509.96,90.0,23.4,28.3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.5,81.6,81.7,81.5,1.0,18.953855,73.530581,-9.4,230.9,8.0,,0.0,1557.0,82.2,0.6125,0.0,0.0,3.0,171.0,26.15,0.0,0.0,3.3115,3.2848,28.5,25.2,41.4,0.0,0.0,0.0,1.0,0.0,0.0,,2564.925,8.02,0.0,38.6,42.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1715224650,2024-05-09,44.4,2.0,3.0,106.6,0.0,18.5,1.459,0.05,-0.026,14.1,80400.57,90.7,33.3,32.8,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.6,82.7,82.6,82.7,1.0,18.96199,73.527326,7.9,131.2,9.0,,0.0,1572.0,82.2,1.1172,0.0,0.0,3.0,169.9,35.01,0.0,0.0,3.3133,3.2904,30.6,26.5,42.7,0.0,0.0,0.0,1.0,0.0,0.0,,7993.476,12.03,0.0,41.5,44.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710219326,2024-03-12,14.7,2.0,3.0,167.6,6.1,6.4,-1.309,0.005,-0.061,14.08,76923.33,91.6,29.0,28.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,81.9,81.8,82.0,1.0,18.955278,73.519706,19.8,297.0,13.0,,0.0,526.0,82.2,1.3634,0.0,0.0,3.0,169.1,17.6,0.0,0.0,3.3135,3.289,29.7,25.5,42.5,0.0,0.0,0.0,1.0,0.0,0.0,,9239.191,14.26,0.0,40.0,43.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
