VIN,timestamp,StartTime-Date,vehSpeed,vehSysPwrMod,vehGearPos,vehSteeringAngle,vehBrakePos,vehAccelPos,tboxAccelX,tboxAccelY,tboxAccelZ,vehBatt,vehOdo,vehCoolantTemp,vehOutsideTemp,vehInsideTemp,vehAC,vehACFanSpeed,vehSideLight,vehDipLight,vehMainLight,vehRainDetected,vehNightDetected,vehHorn,vehSeatBeltDrv,vehBrkFludLvlLow,vehABSF,frontLeftTyrePressure,frontRrightTyrePressure,rearLeftTyrePressure,rearRightTyrePressure,wheelTyreMonitorStatus,gnssLat,gnssLong,gnssAlt,gnssHead,gnssSats,_failure_type,_failure_intensity,vehBMSBscSta,vehBMSPackVol,vehBMSPackCrnt,vehBMSPackSOC,vehBMSPackSOCV,vehBMSCellMaxVol,vehBMSCellMinVol,vehBMSCellMaxTem,vehBMSCellMinTem,vehHVDCDCTem,vehBMSCMUFlt,vehBMSCellVoltFlt,vehBMSPackTemFlt,vehBMSHVILClsd,chargingGunIsConnected,vehIsCharging,dcOrAC,usedBatterySinceLastCharge,mileageSinceLastCharge,vehElecRange,vehTMInvtrTem,vehTMSttrTem,vehEPTRdy,vehRPM,FuelTankLevel,vehFuelConsumed,vehOilPressureWarning,vehMILWarning
MZ7XZSN00100000,2024-11-27 15:54:10+00:00,2024-11-27,6.0,2,3,-27.9,1.7,8.1,1.002,0.005,-0.035,14.04,87737.97,90.7,21.8,27.5,0,0,1,1,0,0,1,0,1,0,0,81.2,81.2,81.2,81.0,1,18.096049,74.367474,12.9,71.1,11,,0.0,3.0,339.7,1.75,0.0,0.0,3.3119,3.2957,28.9,25.2,38.0,0.0,0.0,0.0,1.0,0.0,0.0,,3059.752,9.62,0.0,36.0,40.0,1.0,,,,,
MZ7XZSN00100000,2024-06-04 06:47:06+00:00,2024-06-04,33.5,2,3,-14.6,0.0,10.0,0.199,0.04,0.023,14.03,57692.98,91.5,33.3,33.1,1,3,1,0,0,0,0,0,1,0,0,82.7,82.6,82.5,82.5,1,18.097088,74.284165,6.2,233.9,13,,0.0,3.0,340.9,14.24,0.0,0.0,3.3052,3.2875,27.1,23.3,39.4,0.0,0.0,0.0,1.0,0.0,0.0,,12830.855,22.75,0.0,35.5,42.3,1.0,,,,,
MZ7XZSN00100000,2024-03-14 16:13:35+00:00,2024-03-14,0.0,2,0,12.8,0.0,0.9,0.0,0.001,-0.05,14.05,43198.89,90.5,29.2,28.5,1,1,1,1,0,1,1,0,1,0,0,81.7,81.7,81.8,81.9,1,18.098741,74.326335,7.8,99.6,10,,0.0,3.0,340.5,4.41,0.0,0.0,3.3108,3.2908,26.9,23.3,40.1,0.0,0.0,0.0,1.0,0.0,0.0,,5025.981,6.25,0.0,36.0,42.3,1.0,,,,,
MZ7XZSN00100000,2024-06-13 09:43:22+00:00,2024-06-13,0.3,2,0,37.7,0.0,1.4,0.311,-0.007,0.096,14.11,59242.86,91.4,33.6,32.3,1,3,1,0,0,0,0,0,1,0,0,82.1,82.1,82.2,82.2,1,18.095854,74.324048,12.7,77.7,14,,0.0,3.0,339.6,4.5,0.0,0.0,3.3139,3.2872,28.6,24.3,42.0,0.0,0.0,0.0,1.0,0.0,0.0,,6925.561,8.17,0.0,34.9,42.9,1.0,,,,,
MZ7XZSN00100000,2024-04-12 11:15:52+00:00,2024-04-12,2.0,2,3,-15.5,11.4,0.5,-2.372,-0.001,-0.028,14.15,48366.52,90.9,32.2,31.2,1,3,1,0,0,0,0,0,1,0,0,82.1,81.9,82.0,82.2,1,18.109809,74.32168,11.2,264.9,8,,0.0,3.0,340.9,4.99,0.0,0.0,3.3084,3.287,27.0,22.9,38.7,0.0,0.0,0.0,1.0,0.0,0.0,,13439.977,23.03,0.0,35.3,41.0,1.0,,,,,
MZ7XZSN00100000,2024-07-04 01:53:47+00:00,2024-07-04,18.7,2,3,-7.0,3.7,5.7,-0.874,0.012,0.006,14.1,62560.36,92.6,32.9,32.0,1,3,1,1,0,0,1,0,1,0,0,82.4,82.2,82.3,82.3,1,18.14222,74.345269,6.6,282.8,13,,0.0,3.0,338.7,9.96,0.0,0.0,3.3081,3.292,27.3,23.2,40.1,0.0,0.0,0.0,1.0,0.0,0.0,,6706.39,9.61,0.0,34.8,38.6,1.0,,,,,
MZ7XZSN00100000,2024-03-20 07:37:37+00:00,2024-03-20,1.2,1,3,2.2,0.0,12.3,3.488,0.015,0.097,14.15,44153.53,37.4,30.0,28.9,1,2,1,0,0,0,0,0,1,0,0,81.8,81.8,82.0,81.9,1,18.113008,74.335431,10.4,316.8,14,,0.0,3.0,339.2,4.77,0.0,0.0,3.311,3.29,27.6,23.6,39.7,0.0,0.0,0.0,1.0,0.0,0.0,,93.526,0.01,0.0,34.6,40.1,1.0,,,,,
MZ7XZSN00100000,2024-10-15 15:18:00+00:00,2024-10-15,0.0,2,0,40.6,0.0,2.3,-0.006,-0.008,0.055,14.11,79997.02,91.9,23.5,28.8,0,0,1,1,0,0,1,0,1,0,0,81.1,81.2,81.3,81.2,1,18.156227,74.337157,5.2,52.5,13,,0.0,3.0,339.3,0.0,0.0,0.0,3.3082,3.2978,26.6,22.4,40.9,0.0,0.0,0.0,1.0,0.0,0.0,,3872.692,12.2,0.0,36.3,39.5,1.0,,,,,
MZ7XZSN00100000,2024-11-30 02:16:29+00:00,2024-11-30,0.2,2,0,40.3,0.0,0.0,-0.398,0.009,-0.043,14.12,88081.33,91.0,21.5,27.8,0,0,1,1,0,0,1,0,1,0,0,81.0,81.1,81.1,81.1,1,18.140598,74.374023,8.8,166.0,13,,0.0,3.0,340.8,0.07,0.0,0.0,3.3096,3.2926,27.9,23.9,38.8,0.0,0.0,0.0,1.0,0.0,0.0,,4727.072,14.85,0.0,36.0,39.7,1.0,,,,,
MZ7XZSN00100000,2024-05-08 08:55:56+00:00,2024-05-08,0.0,2,0,-1.4,1.4,0.9,-0.007,0.01,-0.057,14.11,52943.83,90.6,33.1,32.3,1,3,1,0,0,0,0,0,1,0,0,82.2,82.3,82.1,82.3,1,18.171914,74.324034,8.8,101.0,10,,0.0,3.0,339.8,4.41,0.0,0.0,3.3056,3.2974,27.2,23.3,39.5,0.0,0.0,0.0,1.0,0.0,0.0,,5465.994,4.58,0.0,36.2,40.7,1.0,,,,,
MZ7XZSN00100000,2024-11-13 10:19:36+00:00,2024-11-13,0.5,2,0,-24.8,0.0,1.6,0.528,0.02,-0.006,14.02,85211.75,90.6,22.3,26.5,0,0,1,0,0,0,0,0,1,0,0,81.0,81.1,80.9,81.2,1,18.133959,74.323475,12.6,276.9,12,,0.0,3.0,340.2,0.14,0.0,0.0,3.306,3.2923,25.4,21.8,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,845.319,3.14,0.0,35.2,39.4,1.0,,,,,
MZ7XZSN00100000,2024-02-18 05:00:09+00:00,2024-02-18,20.2,2,3,-3.8,0.0,7.8,0.349,0.029,0.022,14.03,38781.35,90.0,27.2,25.9,1,1,1,0,0,0,0,0,1,0,0,81.8,81.6,81.7,81.8,1,18.098734,74.360879,8.8,283.8,13,,0.0,3.0,340.1,10.34,0.0,0.0,3.3087,3.2911,27.3,24.1,41.6,0.0,0.0,0.0,1.0,0.0,0.0,,3608.642,5.52,0.0,35.9,42.0,1.0,,,,,
MZ7XZSN00100000,2024-03-13 04:00:11+00:00,2024-03-13,2.5,3,3,5.5,0.0,11.8,4.089,0.001,-0.064,14.11,42892.24,43.0,29.6,28.4,1,1,1,0,0,0,0,0,1,0,0,81.8,81.9,81.9,81.7,1,18.120678,74.330475,9.7,356.5,10,,0.0,3.0,339.3,5.16,0.0,0.0,3.3175,3.2873,26.1,22.3,40.6,0.0,0.0,0.0,1.0,0.0,0.0,,146.079,0.03,0.0,36.6,38.2,1.0,,,,,
MZ7XZSN00100000,2024-12-27 01:39:41+00:00,2024-12-27,11.4,2,3,25.1,0.0,5.3,-0.213,0.002,0.013,14.05,92996.15,91.8,22.3,27.4,0,0,1,1,0,0,1,0,1,0,0,81.2,81.2,81.2,81.3,1,18.129816,74.346448,6.8,135.2,12,,0.0,3.0,338.9,3.37,0.0,0.0,3.3082,3.2919,27.1,22.9,40.0,0.0,0.0,0.0,1.0,0.0,0.0,,4825.812,13.81,0.0,34.8,40.1,1.0,,,,,
MZ7XZSN00100000,2024-08-18 03:44:20+00:00,2024-08-18,3.1,2,3,-3.9,0.0,0.0,-0.051,-0.007,0.088,14.06,69877.63,91.1,28.8,27.9,1,1,1,0,0,0,0,0,1,0,0,81.7,81.8,81.7,81.8,1,18.127138,74.360478,6.6,84.1,8,,0.0,3.0,341.8,5.31,0.0,0.0,3.3126,3.2906,26.9,23.1,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,8268.926,9.97,0.0,35.3,39.1,1.0,,,,,
MZ7XZSN00100000,2024-03-16 14:39:22+00:00,2024-03-16,24.1,2,3,3.0,0.0,8.6,0.161,0.006,0.018,14.17,43526.64,83.0,29.9,28.0,1,1,1,1,1,0,1,0,1,0,0,82.0,82.2,82.2,82.1,1,18.109348,74.345137,9.3,141.3,11,,0.0,3.0,340.7,11.48,0.0,0.0,3.3095,3.2927,28.3,24.4,40.4,0.0,0.0,0.0,1.0,0.0,0.0,,1510.428,2.07,0.0,37.3,42.1,1.0,,,,,
MZ7XZSN00100000,2024-11-22 11:49:26+00:00,2024-11-22,23.8,2,3,27.4,14.1,8.5,-3.103,0.034,0.049,14.05,86814.93,91.2,21.9,27.0,0,0,1,0,0,0,0,0,1,0,0,81.2,81.4,81.2,81.3,1,18.106047,74.331884,12.6,150.1,14,,0.0,3.0,340.5,7.0,0.0,0.0,3.3087,3.2939,28.0,22.6,42.0,0.0,0.0,0.0,1.0,0.0,0.0,,3812.321,10.8,0.0,33.9,40.6,1.0,,,,,
MZ7XZSN00100000,2024-09-04 09:15:48+00:00,2024-09-04,31.2,2,3,11.2,0.9,9.5,0.636,0.022,0.13,14.16,73026.74,90.1,27.5,25.9,1,1,1,0,0,0,0,0,1,0,0,81.9,81.9,81.8,82.0,1,18.090719,74.330235,10.9,226.8,10,,0.0,3.0,341.4,13.53,0.0,0.0,3.3049,3.2842,26.8,23.9,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,4674.357,7.85,0.0,35.8,40.1,1.0,,,,,
MZ7XZSN00100000,2024-01-08 06:58:58+00:00,2024-01-08,35.2,2,3,15.3,9.2,14.1,-1.881,0.04,-0.08,14.14,31610.36,90.8,22.8,28.4,0,0,1,0,0,1,0,0,1,0,0,81.5,81.5,81.6,81.5,1,18.052028,74.366367,9.1,357.9,11,,0.0,3.0,338.8,10.4,0.0,0.0,3.3086,3.292,27.6,24.0,42.3,0.0,0.0,0.0,1.0,0.0,0.0,,14708.84,40.97,0.0,35.6,43.2,1.0,,,,,
MZ7XZSN00100000,2024-03-15 02:37:16+00:00,2024-03-15,1.9,2,3,-24.3,0.0,3.6,1.412,-0.015,-0.031,14.1,43207.04,90.9,30.0,28.2,1,1,1,0,0,0,0,0,1,0,0,81.8,81.9,81.8,81.7,1,18.14459,74.346102,12.9,230.1,14,,0.0,3.0,341.4,4.94,0.0,0.0,3.3081,3.2903,27.1,22.9,40.7,0.0,0.0,0.0,1.0,0.0,0.0,,7363.702,8.15,0.0,36.2,40.0,1.0,,,,,
MZ7XZSN00100000,2024-03-04 14:39:19+00:00,2024-03-04,1.4,2,3,-50.1,7.7,2.6,-1.49,0.0,-0.013,14.08,41603.2,91.4,28.3,27.7,1,1,1,0,0,0,0,0,1,0,0,81.7,81.7,81.9,81.6,1,18.174597,74.315433,6.7,257.5,8,,0.0,3.0,340.0,4.82,0.0,0.0,3.3122,3.284,27.2,23.1,41.5,0.0,0.0,0.0,1.0,0.0,0.0,,10462.14,12.7,0.0,35.8,41.4,1.0,,,,,
MZ7XZSN00100000,2024-11-29 13:21:23+00:00,2024-11-29,24.0,2,3,0.0,0.0,6.4,-0.542,0.021,0.071,14.14,88002.31,83.3,21.6,27.0,0,0,1,0,0,0,0,0,1,0,0,81.2,81.3,81.2,81.3,1,18.104901,74.33267,9.5,129.2,10,,0.0,3.0,341.0,7.05,0.0,0.0,3.3071,3.2912,27.2,23.4,40.5,0.0,0.0,0.0,1.0,0.0,0.0,,822.407,2.28,0.0,37.0,42.1,1.0,,,,,
MZ7XZSN00100000,2024-07-04 14:21:35+00:00,2024-07-04,4.1,2,3,19.4,0.0,2.9,-0.132,-0.021,-0.014,14.17,62665.34,90.7,33.2,32.0,1,3,1,1,0,0,1,0,1,0,0,82.2,82.2,82.2,82.2,1,18.106286,74.353017,9.8,75.8,14,,0.0,3.0,341.3,5.61,0.0,0.0,3.3029,3.2878,27.4,23.4,40.9,0.0,0.0,0.0,1.0,0.0,0.0,,6243.374,6.83,0.0,35.2,39.1,1.0,,,,,
MZ7XZSN00100000,2024-12-22 13:46:57+00:00,2024-12-22,0.3,2,0,3.6,1.3,0.0,-0.433,0.005,0.001,14.14,92316.08,90.2,22.3,27.5,0,0,1,0,0,0,0,0,1,0,0,81.0,81.1,81.2,81.1,1,18.06999,74.348288,10.1,263.3,11,,0.0,3.0,339.3,0.07,0.0,0.0,3.308,3.2909,26.2,22.5,38.6,0.0,0.0,0.0,1.0,0.0,0.0,,1308.326,4.44,0.0,34.6,40.1,1.0,,,,,
MZ7XZSN00100000,2024-03-01 07:14:33+00:00,2024-03-01,24.3,2,3,4.2,0.0,5.0,0.195,-0.005,0.067,14.13,41060.97,86.4,28.4,26.3,1,1,1,0,0,0,0,0,1,0,0,82.0,82.0,81.8,81.9,1,18.12213,74.331166,7.3,226.8,11,,0.0,3.0,340.8,11.54,0.0,0.0,3.304,3.2898,27.3,23.2,41.0,0.0,0.0,0.0,1.0,0.0,0.0,,2102.011,3.08,0.0,34.6,42.4,1.0,,,,,
MZ7XZSN00100000,2024-03-11 03:30:14+00:00,2024-03-11,1.2,2,3,-11.3,0.0,1.3,0.311,0.001,-0.036,14.06,42667.71,90.7,28.8,28.0,1,1,1,0,0,0,0,0,1,0,0,81.8,81.9,81.7,81.7,1,18.125517,74.310292,13.1,267.4,14,,0.0,3.0,339.4,4.79,0.0,0.0,3.308,3.2862,27.2,23.6,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,5643.936,4.58,0.0,35.7,40.3,1.0,,,,,
MZ7XZSN00100000,2024-11-05 06:48:35+00:00,2024-11-05,26.7,2,3,-14.7,0.0,7.6,-0.28,0.011,-0.083,14.09,83835.68,88.9,22.3,27.0,0,0,1,0,0,1,0,0,1,0,0,81.4,81.4,81.4,81.4,1,18.120577,74.322419,9.3,332.9,8,,0.0,3.0,342.0,7.8,0.0,0.0,3.3063,3.2855,26.5,22.3,39.5,0.0,0.0,0.0,1.0,0.0,0.0,,1736.594,4.82,0.0,34.3,40.2,1.0,,,,,
MZ7XZSN00100000,2024-02-02 03:37:41+00:00,2024-02-02,24.3,2,3,73.3,7.6,9.7,-1.73,0.024,-0.056,14.06,35806.21,91.7,25.0,30.4,0,0,1,0,0,0,0,0,1,0,0,81.5,81.7,81.7,81.5,1,18.151029,74.373017,16.6,169.2,11,,0.0,3.0,338.7,7.17,0.0,0.0,3.316,3.2913,27.5,24.1,39.4,0.0,0.0,0.0,1.0,0.0,0.0,,4682.073,13.96,0.0,35.1,39.9,1.0,,,,,
MZ7XZSN00100000,2024-08-07 16:05:23+00:00,2024-08-07,21.9,2,3,-22.7,1.0,6.7,-0.441,0.012,0.096,14.13,68157.16,86.5,30.1,29.7,1,2,1,1,1,0,1,0,1,0,0,82.0,82.1,82.1,82.1,1,18.12331,74.324597,9.5,110.1,10,,0.0,3.0,339.9,10.87,0.0,0.0,3.3105,3.294,27.3,23.6,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,2059.613,2.97,0.0,35.4,40.8,1.0,,,,,
MZ7XZSN00100000,2024-03-18 02:41:42+00:00,2024-03-18,0.0,1,0,28.4,1.3,1.8,0.0,0.006,0.043,14.14,43761.91,90.7,30.3,28.9,1,1,1,1,0,0,1,0,1,0,0,81.7,81.8,82.0,81.8,1,18.149135,74.350119,4.7,268.7,13,,0.0,3.0,339.7,4.42,0.0,0.0,3.3096,3.2881,27.7,23.6,39.8,0.0,0.0,0.0,1.0,0.0,0.0,,14027.047,12.09,0.0,35.3,42.8,1.0,,,,,
MZ7XZSN00100000,2024-04-13 01:48:23+00:00,2024-04-13,19.9,2,3,2.0,0.0,5.5,-0.663,0.028,-0.013,14.01,48465.34,90.7,31.8,30.4,1,3,1,1,0,0,1,0,1,0,0,82.4,82.1,82.1,82.4,1,18.140042,74.362152,4.5,242.5,12,,0.0,3.0,340.4,10.25,0.0,0.0,3.3058,3.2905,27.4,23.6,39.4,0.0,0.0,0.0,1.0,0.0,0.0,,10948.025,17.65,0.0,37.1,41.9,1.0,,,,,
MZ7XZSN00100000,2024-06-12 11:44:53+00:00,2024-06-12,0.2,2,0,28.5,0.0,0.0,0.173,-0.02,0.026,14.15,59106.54,90.7,34.6,32.9,1,3,1,1,0,3,0,0,1,0,0,82.4,82.4,82.2,82.2,1,18.132662,74.293908,4.1,112.9,8,,0.0,3.0,339.7,4.49,0.0,0.0,3.3136,3.2939,26.5,22.9,40.8,0.0,0.0,0.0,1.0,0.0,0.0,,13685.733,22.06,0.0,34.1,41.0,1.0,,,,,
MZ7XZSN00100000,2024-10-17 12:03:14+00:00,2024-10-17,0.6,2,3,-7.9,4.9,0.0,-1.004,0.012,0.013,14.0,80302.79,91.8,23.1,27.4,0,0,1,0,0,0,0,0,1,0,0,81.1,81.3,81.3,81.3,1,18.15316,74.361494,8.5,76.7,11,,0.0,3.0,339.9,0.19,0.0,0.0,3.3148,3.2887,26.9,23.2,40.8,0.0,0.0,0.0,1.0,0.0,0.0,,10780.878,31.49,0.0,35.5,41.4,1.0,,,,,
MZ7XZSN00100000,2024-10-10 12:59:44+00:00,2024-10-10,1.5,2,3,-8.7,0.5,2.4,-0.279,-0.018,0.034,14.04,79263.31,91.0,24.0,29.0,0,0,1,0,0,0,0,0,1,0,0,81.2,81.2,81.3,81.2,1,18.125852,74.364072,8.1,102.2,9,,0.0,3.0,340.2,0.44,0.0,0.0,3.3051,3.2903,27.4,23.3,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,5336.015,16.97,0.0,33.2,38.8,1.0,,,,,
MZ7XZSN00100000,2024-08-24 02:00:38+00:00,2024-08-24,25.7,2,3,-3.0,0.8,7.7,-0.358,0.017,-0.038,14.19,70924.68,85.3,28.8,27.6,1,1,1,1,0,3,0,0,1,0,0,82.0,81.9,82.0,81.8,1,18.12187,74.331157,6.7,321.2,14,,0.0,3.0,339.0,12.0,0.0,0.0,3.3093,3.2954,27.6,23.0,40.5,0.0,0.0,0.0,1.0,0.0,0.0,,2019.106,2.98,0.0,35.7,40.7,1.0,,,,,
MZ7XZSN00100000,2024-09-12 05:15:33+00:00,2024-09-12,0.0,2,0,13.8,0.5,0.1,0.0,-0.005,0.022,14.11,74366.44,91.5,26.5,24.8,1,1,1,0,0,0,0,0,1,0,0,81.4,81.6,81.4,81.5,1,18.105938,74.315368,15.8,244.2,10,,0.0,3.0,339.6,4.42,0.0,0.0,3.3066,3.2885,27.5,23.1,40.3,0.0,0.0,0.0,1.0,0.0,0.0,,7287.483,2.96,0.0,35.1,40.1,1.0,,,,,
MZ7XZSN00100000,2024-06-09 05:02:26+00:00,2024-06-09,22.8,2,3,-11.4,0.0,6.9,-0.331,0.022,-0.019,14.18,58384.23,89.8,34.3,32.3,1,3,1,0,0,0,0,0,1,0,0,82.3,82.4,82.6,82.4,1,18.127796,74.350333,6.8,148.6,12,,0.0,3.0,340.4,11.11,0.0,0.0,3.3078,3.2899,28.5,23.9,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,3012.036,4.61,0.0,36.7,39.0,1.0,,,,,
MZ7XZSN00100000,2024-09-07 14:24:33+00:00,2024-09-07,2.0,2,3,28.5,12.1,1.6,-2.565,0.021,0.057,14.16,73584.06,91.7,27.7,25.3,1,1,1,1,0,0,1,0,1,0,0,81.6,81.7,81.7,81.6,1,18.087072,74.369103,7.0,163.4,11,,0.0,3.0,340.9,4.98,0.0,0.0,3.3137,3.2897,27.5,23.4,40.5,0.0,0.0,0.0,1.0,0.0,0.0,,6940.251,12.52,0.0,34.7,41.6,1.0,,,,,
MZ7XZSN00100000,2024-08-30 07:53:29+00:00,2024-08-30,21.2,2,3,-33.9,48.0,7.3,-11.172,0.011,-0.039,14.1,72183.92,91.1,28.2,27.5,1,1,1,0,0,0,0,0,1,0,0,82.0,82.0,81.9,81.8,1,18.122932,74.321726,9.6,36.3,11,,0.0,3.0,341.0,10.68,0.0,0.0,3.3057,3.2903,28.0,23.6,40.4,0.0,0.0,0.0,1.0,0.0,0.0,,8117.346,16.54,0.0,34.7,39.0,1.0,,,,,
MZ7XZSN00100000,2024-12-02 15:04:00+00:00,2024-12-02,2.3,2,3,11.7,0.9,1.8,0.424,-0.017,-0.099,14.18,88622.53,90.3,22.4,26.7,0,0,1,1,1,0,1,0,1,0,0,81.0,81.2,81.2,81.1,1,18.090095,74.330563,9.4,72.8,9,,0.0,3.0,338.9,0.69,0.0,0.0,3.306,3.2912,25.8,22.8,40.3,0.0,0.0,0.0,1.0,0.0,0.0,,896.733,3.34,0.0,35.2,40.0,1.0,,,,,
MZ7XZSN00100000,2024-10-24 07:53:43+00:00,2024-10-24,35.0,2,3,-4.4,0.1,10.8,1.46,-0.013,0.05,14.16,81589.88,90.5,23.4,27.7,0,0,1,0,0,0,0,0,1,0,0,81.5,81.4,81.5,81.5,1,18.118329,74.335916,11.8,358.6,11,,0.0,3.0,338.8,10.35,0.0,0.0,3.3101,3.2958,27.7,23.3,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,7822.115,22.14,0.0,35.6,39.9,1.0,,,,,
MZ7XZSN00100000,2024-09-24 13:38:19+00:00,2024-09-24,0.0,2,0,51.0,0.0,0.0,-0.0,-0.002,-0.042,14.13,76548.78,90.0,25.8,30.4,0,0,1,0,0,0,0,0,1,0,0,81.5,81.5,81.5,81.3,1,18.157122,74.312944,13.7,281.2,12,,0.0,3.0,340.6,0.0,0.0,0.0,3.3081,3.2892,27.0,23.5,40.4,0.0,0.0,0.0,1.0,0.0,0.0,,898.477,3.22,0.0,36.2,41.3,1.0,,,,,
MZ7XZSN00100000,2024-05-30 04:20:27+00:00,2024-05-30,24.7,2,3,-0.7,9.4,5.3,-2.145,0.012,0.037,14.05,56639.98,91.4,33.9,34.0,1,3,1,0,0,0,0,0,1,0,0,82.6,82.5,82.4,82.4,1,18.105476,74.32597,6.9,118.9,11,,0.0,3.0,340.5,11.68,0.0,0.0,3.3093,3.2964,27.9,23.8,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,11027.941,19.18,0.0,35.1,40.6,1.0,,,,,
MZ7XZSN00100000,2024-03-13 06:11:16+00:00,2024-03-13,0.2,2,0,-94.1,0.0,0.0,-0.346,0.011,0.04,14.11,42935.86,91.5,29.5,27.9,1,1,1,0,0,0,0,0,1,0,0,81.8,81.9,81.8,81.7,1,18.125423,74.329743,14.7,2.5,11,,0.0,3.0,340.0,4.48,0.0,0.0,3.3095,3.2905,26.5,22.5,40.5,0.0,0.0,0.0,1.0,0.0,0.0,,18205.253,35.29,0.0,36.1,40.3,1.0,,,,,
MZ7XZSN00100000,2024-11-11 03:44:14+00:00,2024-11-11,39.1,2,3,-20.3,0.0,10.4,0.803,0.05,0.101,14.17,84769.97,90.8,22.2,27.0,0,0,1,0,0,0,0,0,1,0,0,81.5,81.6,81.6,81.6,1,18.122935,74.364525,11.9,114.7,11,,0.0,3.0,339.8,11.53,0.0,0.0,3.3119,3.2868,27.3,22.9,38.8,0.0,0.0,0.0,1.0,0.0,0.0,,8583.368,23.83,0.0,38.5,39.9,1.0,,,,,
MZ7XZSN00100000,2024-12-03 12:54:55+00:00,2024-12-03,0.0,2,0,19.2,1.4,0.0,-0.037,0.006,0.001,14.09,88721.14,90.5,22.0,26.7,0,0,1,0,0,0,0,0,1,0,0,81.1,81.0,81.2,81.1,1,18.132511,74.313409,9.2,287.1,11,,0.0,3.0,341.4,0.0,0.0,0.0,3.3082,3.2934,26.6,22.7,39.2,0.0,0.0,0.0,1.0,0.0,0.0,,525.034,2.1,0.0,35.4,41.5,1.0,,,,,
MZ7XZSN00100000,2024-04-18 14:04:57+00:00,2024-04-18,0.0,2,0,11.1,0.0,0.0,-0.004,-0.005,-0.11,14.13,49312.59,91.0,32.3,31.1,1,3,1,0,0,0,0,0,1,0,0,82.2,82.1,82.2,82.1,1,18.165099,74.290408,10.3,344.6,12,,0.0,3.0,339.2,4.42,0.0,0.0,3.3124,3.2928,28.1,24.0,40.1,0.0,0.0,0.0,1.0,0.0,0.0,,13869.733,10.48,0.0,35.0,37.8,1.0,,,,,
MZ7XZSN00100000,2024-10-22 13:26:44+00:00,2024-10-22,5.0,2,3,23.4,0.0,6.9,2.868,0.005,0.007,14.05,81276.21,90.4,23.3,28.5,0,0,1,0,0,0,0,0,1,0,0,81.4,81.1,81.2,81.4,1,18.1156,74.29485,10.6,9.5,9,,0.0,3.0,340.8,1.47,0.0,0.0,3.3105,3.2919,27.3,23.2,39.8,0.0,0.0,0.0,1.0,0.0,0.0,,1539.017,5.31,0.0,34.9,39.4,1.0,,,,,
MZ7XZSN00100000,2024-05-08 12:06:00+00:00,2024-05-08,21.9,2,3,-7.5,7.9,6.2,-1.272,0.002,-0.015,14.08,52962.41,86.4,33.4,32.5,1,3,1,1,0,2,0,0,1,0,0,82.4,82.5,82.3,82.3,1,18.120078,74.312974,11.4,319.1,12,,0.0,3.0,341.2,10.83,0.0,0.0,3.3074,3.2906,26.8,22.6,42.4,0.0,0.0,0.0,1.0,0.0,0.0,,1955.187,2.8,0.0,35.4,42.1,1.0,,,,,
MZ7XZSN00100000,2024-09-06 11:24:51+00:00,2024-09-06,0.0,2,0,-57.4,0.0,0.0,0.0,-0.001,-0.056,14.03,73458.9,91.8,27.5,25.8,1,1,1,0,0,0,0,0,1,0,0,81.4,81.5,81.6,81.5,1,18.120034,74.312491,12.8,247.1,11,,0.0,3.0,340.5,4.41,0.0,0.0,3.3111,3.294,27.3,23.6,42.0,0.0,0.0,0.0,1.0,0.0,0.0,,19482.237,29.5,0.0,35.0,41.3,1.0,,,,,
MZ7XZSN00100000,2024-04-10 15:17:30+00:00,2024-04-10,0.1,2,0,-8.5,0.6,5.0,-0.153,0.011,0.049,14.03,48021.73,91.4,32.1,30.6,1,2,1,1,0,0,1,0,1,0,0,82.1,82.1,82.1,82.1,1,18.110436,74.334417,10.2,102.8,10,,0.0,3.0,339.7,4.44,0.0,0.0,3.3108,3.2913,27.6,23.6,42.0,0.0,0.0,0.0,1.0,0.0,0.0,,5602.395,8.31,0.0,36.8,40.8,1.0,,,,,
MZ7XZSN00100000,2024-09-19 12:47:19+00:00,2024-09-19,11.1,2,3,-3.8,2.1,29.1,7.897,-0.004,0.024,14.05,75652.29,59.8,25.7,30.1,0,0,1,0,0,0,0,0,1,0,0,81.6,81.6,81.6,81.7,1,18.11345,74.320882,8.9,135.5,11,,0.0,3.0,339.6,3.28,0.0,0.0,3.3134,3.2911,27.1,23.0,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,100.472,0.28,0.0,32.3,41.5,1.0,,,,,
